Season,Year,Date,RaceName,RaceKey,CircuitName,Location,Country,Driver,DriverCode,FinishPosition,RacePoints,IsPodium,IsPointsFinish,Status,Stop,PitLap,TireCompound,Stint,StintLength,PitDuration,PitDurationSeconds,AirTemp,TrackTemp,HumidityPct,WindSpeedKMH,TotalPitStops,AvgPitStopTime,LapTimeVariation,TireUsageAggression,DriverAggressionScore,Totalpitstops2,IsPitStop,OpeningCompound,LastCompound,NumStops,AvgStintLength,AggressiveStrategyFlag,CompoundChangeCount,StopRelativePitLossSeconds,DriverAvgRelativePitLossSeconds,FirstPitLap,SecondPitLap,StrategyType,Stint1Compound,Stint2Compound,Stint3Compound,Stint1Length,Stint2Length,Stint3Length,DoubleStackFlag,PointsDeltaVsTeammate,BeatsTeammate,HotRaceFlag,RainRiskFlag,HighDegTrackFlag,TrackID,DriverID,CompoundCode,SeasonProgress,EstimatedLapLossFromPit,GridPosition,TrackType
2018,2018,25/03/2018,Australian Grand Prix,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,Sebastian Vettel,VET,1,25,1,1,Finished,1,26,Soft,1,25,21.787,21.787,15.8,22.3,57,23.8,0,21.787,0.002,0.02,6.76,1,1,Soft,Soft,1,28.5,0,0,0,0,26,26,1-stop,Soft,Soft,Unknown,25,32,0,0,0,0,0,0,0,2,3,1,0.105,23.787,3,Street/Semi-Street
2018,2018,25/03/2018,Australian Grand Prix,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,Sebastian Vettel,VET,1,25,1,1,Finished,1,26,Soft,2,32,21.787,21.787,15.8,22.3,57,23.8,0,21.787,0.002,0.02,6.76,1,1,Soft,Soft,1,28.5,0,0,0,0,26,26,1-stop,Soft,Soft,Unknown,25,32,0,0,0,0,0,0,0,2,3,1,0.105,23.787,3,Street/Semi-Street
2018,2018,08/04/2018,Bahrain Grand Prix,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,Sebastian Vettel,VET,1,25,1,1,Finished,1,18,Soft,1,16,24.524,24.524,22.1,28.6,37,6.3,0,24.524,0.003,0.02,6.34,1,1,Soft,Soft,1,27.5,0,0,0,0,18,18,1-stop,Soft,Soft,Unknown,16,39,0,0,0,0,0,0,1,5,3,1,0.263,26.524,1,High-Degradation
2018,2018,08/04/2018,Bahrain Grand Prix,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,Sebastian Vettel,VET,1,25,1,1,Finished,1,18,Soft,2,39,24.524,24.524,22.1,28.6,37,6.3,0,24.524,0.003,0.02,6.34,1,1,Soft,Soft,1,27.5,0,0,0,0,18,18,1-stop,Soft,Soft,Unknown,16,39,0,0,0,0,0,0,1,5,3,1,0.263,26.524,1,High-Degradation
2018,2018,15/04/2018,Chinese Grand Prix,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,Sebastian Vettel,VET,8,4,0,1,Finished,1,20,Soft,1,44,23.009,23.009,12.6,18.1,68,10.2,0,23.009,0.002,0.02,6.6,1,1,Soft,Medium,1,27,0,1,0,0,20,20,1-stop,Soft,Medium,Unknown,44,10,0,0,0,0,0,0,0,9,3,1,0.474,25.009,1,Technical/Traction-Limited
2018,2018,15/04/2018,Chinese Grand Prix,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,Sebastian Vettel,VET,8,4,0,1,Finished,1,20,Medium,2,10,23.009,23.009,12.6,18.1,68,10.2,0,23.009,0.002,0.02,6.6,1,1,Soft,Medium,1,27,0,1,0,0,20,20,1-stop,Soft,Medium,Unknown,44,10,0,0,0,0,0,0,0,9,3,2,0.474,25.009,1,Technical/Traction-Limited
2018,2018,29/04/2018,Azerbaijan Grand Prix,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,Sebastian Vettel,VET,4,12,0,1,Finished,1,30,Soft,1,28,20.037,20.037,14.4,19.9,66,35.9,0,20.43,0.001,0.04,7.01,2,1,Soft,Soft,2,16.3,0,0,-0.393,0,30,30,2-stop,Soft,Soft,Soft,28,10,11,0,0,0,0,0,0,4,3,1,0.211,22.037,1,Street/Semi-Street
2018,2018,29/04/2018,Azerbaijan Grand Prix,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,Sebastian Vettel,VET,4,12,0,1,Finished,2,40,Soft,1,28,20.823,20.823,14.4,19.9,66,35.9,0,20.43,0.001,0.04,7.01,2,1,Soft,Soft,2,16.3,0,0,0.393,0,30,30,2-stop,Soft,Soft,Soft,28,10,11,0,0,0,0,0,0,4,3,1,0.211,22.823,1,Street/Semi-Street
2018,2018,29/04/2018,Azerbaijan Grand Prix,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,Sebastian Vettel,VET,4,12,0,1,Finished,1,30,Soft,2,10,20.037,20.037,14.4,19.9,66,35.9,0,20.43,0.001,0.04,7.01,2,1,Soft,Soft,2,16.3,0,0,-0.393,0,30,30,2-stop,Soft,Soft,Soft,28,10,11,0,0,0,0,0,0,4,3,1,0.211,22.037,1,Street/Semi-Street
2018,2018,29/04/2018,Azerbaijan Grand Prix,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,Sebastian Vettel,VET,4,12,0,1,Finished,2,40,Soft,2,10,20.823,20.823,14.4,19.9,66,35.9,0,20.43,0.001,0.04,7.01,2,1,Soft,Soft,2,16.3,0,0,0.393,0,30,30,2-stop,Soft,Soft,Soft,28,10,11,0,0,0,0,0,0,4,3,1,0.211,22.823,1,Street/Semi-Street
2018,2018,29/04/2018,Azerbaijan Grand Prix,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,Sebastian Vettel,VET,4,12,0,1,Finished,1,30,Soft,3,11,20.037,20.037,14.4,19.9,66,35.9,0,20.43,0.001,0.04,7.01,2,1,Soft,Soft,2,16.3,0,0,-0.393,0,30,30,2-stop,Soft,Soft,Soft,28,10,11,0,0,0,0,0,0,4,3,1,0.211,22.037,1,Street/Semi-Street
2018,2018,29/04/2018,Azerbaijan Grand Prix,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,Sebastian Vettel,VET,4,12,0,1,Finished,2,40,Soft,3,11,20.823,20.823,14.4,19.9,66,35.9,0,20.43,0.001,0.04,7.01,2,1,Soft,Soft,2,16.3,0,0,0.393,0,30,30,2-stop,Soft,Soft,Soft,28,10,11,0,0,0,0,0,0,4,3,1,0.211,22.823,1,Street/Semi-Street
2018,2018,13/05/2018,Spanish Grand Prix,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmelo,Spain,Sebastian Vettel,VET,4,12,0,1,Finished,1,17,Soft,1,16,22.054,22.054,12.9,18.4,75,9.5,0,23.164,0.002,0.03,6.6,2,1,Soft,Medium,2,21.7,0,1,-1.11,0,17,17,2-stop,Soft,Medium,Medium,16,24,25,0,0,0,0,1,0,25,3,1,0.947,24.054,3,High-Degradation
2018,2018,13/05/2018,Spanish Grand Prix,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmelo,Spain,Sebastian Vettel,VET,4,12,0,1,Finished,2,41,Soft,1,16,24.273,24.273,12.9,18.4,75,9.5,0,23.164,0.002,0.03,6.6,2,1,Soft,Medium,2,21.7,0,1,1.11,0,17,17,2-stop,Soft,Medium,Medium,16,24,25,0,0,0,0,1,0,25,3,1,0.947,26.273,3,High-Degradation
2018,2018,13/05/2018,Spanish Grand Prix,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmelo,Spain,Sebastian Vettel,VET,4,12,0,1,Finished,1,17,Medium,2,24,22.054,22.054,12.9,18.4,75,9.5,0,23.164,0.002,0.03,6.6,2,1,Soft,Medium,2,21.7,0,1,-1.11,0,17,17,2-stop,Soft,Medium,Medium,16,24,25,0,0,0,0,1,0,25,3,2,0.947,24.054,3,High-Degradation
2018,2018,13/05/2018,Spanish Grand Prix,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmelo,Spain,Sebastian Vettel,VET,4,12,0,1,Finished,2,41,Medium,2,24,24.273,24.273,12.9,18.4,75,9.5,0,23.164,0.002,0.03,6.6,2,1,Soft,Medium,2,21.7,0,1,1.11,0,17,17,2-stop,Soft,Medium,Medium,16,24,25,0,0,0,0,1,0,25,3,2,0.947,26.273,3,High-Degradation
2018,2018,13/05/2018,Spanish Grand Prix,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmelo,Spain,Sebastian Vettel,VET,4,12,0,1,Finished,1,17,Medium,3,25,22.054,22.054,12.9,18.4,75,9.5,0,23.164,0.002,0.03,6.6,2,1,Soft,Medium,2,21.7,0,1,-1.11,0,17,17,2-stop,Soft,Medium,Medium,16,24,25,0,0,0,0,1,0,25,3,2,0.947,24.054,3,High-Degradation
2018,2018,13/05/2018,Spanish Grand Prix,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmelo,Spain,Sebastian Vettel,VET,4,12,0,1,Finished,2,41,Medium,3,25,24.273,24.273,12.9,18.4,75,9.5,0,23.164,0.002,0.03,6.6,2,1,Soft,Medium,2,21.7,0,1,1.11,0,17,17,2-stop,Soft,Medium,Medium,16,24,25,0,0,0,0,1,0,25,3,2,0.947,26.273,3,High-Degradation
2018,2018,27/05/2018,Monaco Grand Prix,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,Sebastian Vettel,VET,2,18,1,1,Finished,1,16,Soft,1,15,23.964,23.964,23.8,29.3,63,11,0,23.964,0.002,0.01,6.43,1,1,Soft,Soft,1,38.5,0,0,0,0,16,16,1-stop,Soft,Soft,Unknown,15,62,0,0,0,0,0,0,0,19,3,1,0.789,25.964,2,Street/Semi-Street
2018,2018,27/05/2018,Monaco Grand Prix,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,Sebastian Vettel,VET,2,18,1,1,Finished,1,16,Soft,2,62,23.964,23.964,23.8,29.3,63,11,0,23.964,0.002,0.01,6.43,1,1,Soft,Soft,1,38.5,0,0,0,0,16,16,1-stop,Soft,Soft,Unknown,15,62,0,0,0,0,0,0,0,19,3,1,0.789,25.964,2,Street/Semi-Street
2018,2018,10/06/2018,Canadian Grand Prix,Canadian Grand Prix,Circuit Gilles Villeneuve,Montreal,Canada,Sebastian Vettel,VET,1,25,1,1,Finished,1,37,Soft,1,35,23.529,23.529,15.2,21.7,49,9.4,0,23.529,0.002,0.01,6.49,1,1,Soft,Soft,1,34,0,0,0,0,37,37,1-stop,Soft,Soft,Unknown,35,33,0,0,0,0,0,0,0,8,3,1,0.421,25.529,1,Street/Semi-Street
2018,2018,10/06/2018,Canadian Grand Prix,Canadian Grand Prix,Circuit Gilles Villeneuve,Montreal,Canada,Sebastian Vettel,VET,1,25,1,1,Finished,1,37,Soft,2,33,23.529,23.529,15.2,21.7,49,9.4,0,23.529,0.002,0.01,6.49,1,1,Soft,Soft,1,34,0,0,0,0,37,37,1-stop,Soft,Soft,Unknown,35,33,0,0,0,0,0,0,0,8,3,1,0.421,25.529,1,Street/Semi-Street
2018,2018,24/06/2018,French Grand Prix,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,Sebastian Vettel,VET,5,10,0,1,Finished,1,1,Soft,2,39,32.612,32.612,21.1,26.6,70,8.1,0,31.82,0.005,0.04,5.31,2,1,Soft,Soft,2,26,0,0,0.791,0,1,1,2-stop,Unknown,Soft,Soft,0,39,13,0,0,0,0,0,0,12,3,1,0.526,34.612,3,High-Degradation
2018,2018,24/06/2018,French Grand Prix,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,Sebastian Vettel,VET,5,10,0,1,Finished,2,40,Soft,2,39,31.029,31.029,21.1,26.6,70,8.1,0,31.82,0.005,0.04,5.31,2,1,Soft,Soft,2,26,0,0,-0.792,0,1,1,2-stop,Unknown,Soft,Soft,0,39,13,0,0,0,0,0,0,12,3,1,0.526,33.029,3,High-Degradation
2018,2018,24/06/2018,French Grand Prix,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,Sebastian Vettel,VET,5,10,0,1,Finished,1,1,Soft,3,13,32.612,32.612,21.1,26.6,70,8.1,0,31.82,0.005,0.04,5.31,2,1,Soft,Soft,2,26,0,0,0.791,0,1,1,2-stop,Unknown,Soft,Soft,0,39,13,0,0,0,0,0,0,12,3,1,0.526,34.612,3,High-Degradation
2018,2018,24/06/2018,French Grand Prix,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,Sebastian Vettel,VET,5,10,0,1,Finished,2,40,Soft,3,13,31.029,31.029,21.1,26.6,70,8.1,0,31.82,0.005,0.04,5.31,2,1,Soft,Soft,2,26,0,0,-0.792,0,1,1,2-stop,Unknown,Soft,Soft,0,39,13,0,0,0,0,0,0,12,3,1,0.526,33.029,3,High-Degradation
2018,2018,01/07/2018,Austrian Grand Prix,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,Sebastian Vettel,VET,3,15,1,1,Finished,1,15,Soft,1,14,23.912,23.912,14.8,20.3,71,5.3,0,23.912,0.002,0.01,6.44,1,1,Soft,Soft,1,35,0,0,0,0,15,15,1-stop,Soft,Soft,Unknown,14,56,0,0,0,0,0,1,0,3,3,1,0.158,25.912,6,Power-Sensitive
2018,2018,01/07/2018,Austrian Grand Prix,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,Sebastian Vettel,VET,3,15,1,1,Finished,1,15,Soft,2,56,23.912,23.912,14.8,20.3,71,5.3,0,23.912,0.002,0.01,6.44,1,1,Soft,Soft,1,35,0,0,0,0,15,15,1-stop,Soft,Soft,Unknown,14,56,0,0,0,0,0,1,0,3,3,1,0.158,25.912,6,Power-Sensitive
2018,2018,08/07/2018,British Grand Prix,British Grand Prix,Silverstone Circuit,Silverstone,UK,Sebastian Vettel,VET,1,25,1,1,Finished,1,20,Soft,1,18,28.677,28.677,22.3,28.8,57,11.1,0,28.426,0.004,0.04,5.8,2,1,Soft,Soft,2,16.7,0,2,0.252,0,20,20,2-stop,Soft,Medium,Soft,18,13,19,0,0,0,0,0,0,7,3,1,0.368,30.677,2,High-Degradation
2018,2018,08/07/2018,British Grand Prix,British Grand Prix,Silverstone Circuit,Silverstone,UK,Sebastian Vettel,VET,1,25,1,1,Finished,2,33,Soft,1,18,28.174,28.174,22.3,28.8,57,11.1,0,28.426,0.004,0.04,5.8,2,1,Soft,Soft,2,16.7,0,2,-0.252,0,20,20,2-stop,Soft,Medium,Soft,18,13,19,0,0,0,0,0,0,7,3,1,0.368,30.174,2,High-Degradation
2018,2018,08/07/2018,British Grand Prix,British Grand Prix,Silverstone Circuit,Silverstone,UK,Sebastian Vettel,VET,1,25,1,1,Finished,1,20,Medium,2,13,28.677,28.677,22.3,28.8,57,11.1,0,28.426,0.004,0.04,5.8,2,1,Soft,Soft,2,16.7,0,2,0.252,0,20,20,2-stop,Soft,Medium,Soft,18,13,19,0,0,0,0,0,0,7,3,2,0.368,30.677,2,High-Degradation
2018,2018,08/07/2018,British Grand Prix,British Grand Prix,Silverstone Circuit,Silverstone,UK,Sebastian Vettel,VET,1,25,1,1,Finished,2,33,Medium,2,13,28.174,28.174,22.3,28.8,57,11.1,0,28.426,0.004,0.04,5.8,2,1,Soft,Soft,2,16.7,0,2,-0.252,0,20,20,2-stop,Soft,Medium,Soft,18,13,19,0,0,0,0,0,0,7,3,2,0.368,30.174,2,High-Degradation
2018,2018,08/07/2018,British Grand Prix,British Grand Prix,Silverstone Circuit,Silverstone,UK,Sebastian Vettel,VET,1,25,1,1,Finished,1,20,Soft,3,19,28.677,28.677,22.3,28.8,57,11.1,0,28.426,0.004,0.04,5.8,2,1,Soft,Soft,2,16.7,0,2,0.252,0,20,20,2-stop,Soft,Medium,Soft,18,13,19,0,0,0,0,0,0,7,3,1,0.368,30.677,2,High-Degradation
2018,2018,08/07/2018,British Grand Prix,British Grand Prix,Silverstone Circuit,Silverstone,UK,Sebastian Vettel,VET,1,25,1,1,Finished,2,33,Soft,3,19,28.174,28.174,22.3,28.8,57,11.1,0,28.426,0.004,0.04,5.8,2,1,Soft,Soft,2,16.7,0,2,-0.252,0,20,20,2-stop,Soft,Medium,Soft,18,13,19,0,0,0,0,0,0,7,3,1,0.368,30.174,2,High-Degradation
2018,2018,22/07/2018,German Grand Prix,German Grand Prix,Hockenheimring,Hockenheim,Germany,Sebastian Vettel,VET,3,0,0,0,Accident,1,25,Soft,1,23,18.657,18.657,21.6,27.1,78,6.4,0,18.657,0.001,0.02,7.3,1,1,Soft,Soft,1,25,0,0,0,0,25,25,1-stop,Soft,Soft,Unknown,23,27,0,0,0,0,0,1,0,13,3,1,0.579,20.657,1,Other
2018,2018,22/07/2018,German Grand Prix,German Grand Prix,Hockenheimring,Hockenheim,Germany,Sebastian Vettel,VET,3,0,0,0,Accident,1,25,Soft,2,27,18.657,18.657,21.6,27.1,78,6.4,0,18.657,0.001,0.02,7.3,1,1,Soft,Soft,1,25,0,0,0,0,25,25,1-stop,Soft,Soft,Unknown,23,27,0,0,0,0,0,1,0,13,3,1,0.579,20.657,1,Other
2018,2018,29/07/2018,Hungarian Grand Prix,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,Sebastian Vettel,VET,2,18,1,1,Finished,1,39,Soft,1,38,23.111,23.111,28.2,34.7,55,8,0,23.111,0.002,0.01,6.56,1,1,Soft,Soft,1,34.5,0,0,0,0,39,39,1-stop,Soft,Soft,Unknown,38,31,0,0,0,0,0,0,0,14,3,1,0.632,25.111,4,Technical/Traction-Limited
2018,2018,29/07/2018,Hungarian Grand Prix,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,Sebastian Vettel,VET,2,18,1,1,Finished,1,39,Soft,2,31,23.111,23.111,28.2,34.7,55,8,0,23.111,0.002,0.01,6.56,1,1,Soft,Soft,1,34.5,0,0,0,0,39,39,1-stop,Soft,Soft,Unknown,38,31,0,0,0,0,0,0,0,14,3,1,0.632,25.111,4,Technical/Traction-Limited
2018,2018,26/08/2018,Belgian Grand Prix,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,Sebastian Vettel,VET,1,25,1,1,Finished,1,1,Soft,2,20,19.582,19.582,13.4,18.9,66,15.4,0,20.918,0.001,0.05,6.93,2,1,Soft,Soft,2,21,0,0,-1.335,0,1,1,2-stop,Unknown,Soft,Soft,0,20,22,0,0,0,0,0,0,6,3,1,0.316,21.582,2,Power-Sensitive
2018,2018,26/08/2018,Belgian Grand Prix,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,Sebastian Vettel,VET,1,25,1,1,Finished,2,22,Soft,2,20,22.253,22.253,13.4,18.9,66,15.4,0,20.918,0.001,0.05,6.93,2,1,Soft,Soft,2,21,0,0,1.335,0,1,1,2-stop,Unknown,Soft,Soft,0,20,22,0,0,0,0,0,0,6,3,1,0.316,24.253,2,Power-Sensitive
2018,2018,26/08/2018,Belgian Grand Prix,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,Sebastian Vettel,VET,1,25,1,1,Finished,1,1,Soft,3,22,19.582,19.582,13.4,18.9,66,15.4,0,20.918,0.001,0.05,6.93,2,1,Soft,Soft,2,21,0,0,-1.335,0,1,1,2-stop,Unknown,Soft,Soft,0,20,22,0,0,0,0,0,0,6,3,1,0.316,21.582,2,Power-Sensitive
2018,2018,26/08/2018,Belgian Grand Prix,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,Sebastian Vettel,VET,1,25,1,1,Finished,2,22,Soft,3,22,22.253,22.253,13.4,18.9,66,15.4,0,20.918,0.001,0.05,6.93,2,1,Soft,Soft,2,21,0,0,1.335,0,1,1,2-stop,Unknown,Soft,Soft,0,20,22,0,0,0,0,0,0,6,3,1,0.316,24.253,2,Power-Sensitive
2018,2018,02/09/2018,Italian Grand Prix,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,Sebastian Vettel,VET,4,12,0,1,Finished,1,1,Soft,2,28,32.219,32.219,17.5,22.7,88,3.5,0,28.26,0.004,0.04,5.84,2,1,Soft,Soft,2,26,0,0,3.959,0,1,1,2-stop,Unknown,Soft,Soft,0,28,24,0,0,0,0,1,0,15,3,1,0.684,34.219,2,Power-Sensitive
2018,2018,02/09/2018,Italian Grand Prix,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,Sebastian Vettel,VET,4,12,0,1,Finished,2,29,Soft,2,28,24.301,24.301,17.5,22.7,88,3.5,0,28.26,0.004,0.04,5.84,2,1,Soft,Soft,2,26,0,0,-3.959,0,1,1,2-stop,Unknown,Soft,Soft,0,28,24,0,0,0,0,1,0,15,3,1,0.684,26.301,2,Power-Sensitive
2018,2018,02/09/2018,Italian Grand Prix,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,Sebastian Vettel,VET,4,12,0,1,Finished,1,1,Soft,3,24,32.219,32.219,17.5,22.7,88,3.5,0,28.26,0.004,0.04,5.84,2,1,Soft,Soft,2,26,0,0,3.959,0,1,1,2-stop,Unknown,Soft,Soft,0,28,24,0,0,0,0,1,0,15,3,1,0.684,34.219,2,Power-Sensitive
2018,2018,02/09/2018,Italian Grand Prix,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,Sebastian Vettel,VET,4,12,0,1,Finished,2,29,Soft,3,24,24.301,24.301,17.5,22.7,88,3.5,0,28.26,0.004,0.04,5.84,2,1,Soft,Soft,2,26,0,0,-3.959,0,1,1,2-stop,Unknown,Soft,Soft,0,28,24,0,0,0,0,1,0,15,3,1,0.684,26.301,2,Power-Sensitive
2018,2018,16/09/2018,Singapore Grand Prix,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,Sebastian Vettel,VET,3,15,1,1,Finished,1,14,Soft,1,13,28.722,28.722,27.7,33.2,75,17,0,28.722,0.004,0.02,5.72,1,1,Soft,Soft,1,30,0,0,0,0,14,14,1-stop,Soft,Soft,Unknown,13,47,0,0,0,0,0,1,0,24,3,1,0.895,30.722,3,Street/Semi-Street
2018,2018,16/09/2018,Singapore Grand Prix,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,Sebastian Vettel,VET,3,15,1,1,Finished,1,14,Soft,2,47,28.722,28.722,27.7,33.2,75,17,0,28.722,0.004,0.02,5.72,1,1,Soft,Soft,1,30,0,0,0,0,14,14,1-stop,Soft,Soft,Unknown,13,47,0,0,0,0,0,1,0,24,3,1,0.895,30.722,3,Street/Semi-Street
2018,2018,30/09/2018,Russian Grand Prix,Russian Grand Prix,Sochi Autodrom,Sochi,Russia,Sebastian Vettel,VET,3,15,1,1,Finished,1,13,Soft,1,12,29.798,29.798,18.9,24.1,84,6.6,0,29.798,0.004,0.02,5.56,1,1,Soft,Soft,1,26,0,0,0,0,13,13,1-stop,Soft,Soft,Unknown,12,40,0,0,0,0,0,1,0,21,3,1,0.842,31.798,3,Other
2018,2018,30/09/2018,Russian Grand Prix,Russian Grand Prix,Sochi Autodrom,Sochi,Russia,Sebastian Vettel,VET,3,15,1,1,Finished,1,13,Soft,2,40,29.798,29.798,18.9,24.1,84,6.6,0,29.798,0.004,0.02,5.56,1,1,Soft,Soft,1,26,0,0,0,0,13,13,1-stop,Soft,Soft,Unknown,12,40,0,0,0,0,0,1,0,21,3,1,0.842,31.798,3,Other
2018,2018,07/10/2018,Japanese Grand Prix,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,Sebastian Vettel,VET,6,8,0,1,Finished,1,26,Soft,1,25,22.748,22.748,22.1,27.6,75,9.4,0,22.748,0.002,0.02,6.63,1,1,Soft,Soft,1,26,0,0,0,0,26,26,1-stop,Soft,Soft,Unknown,25,27,0,0,0,0,0,1,0,16,3,1,0.737,24.748,8,High-Degradation
2018,2018,07/10/2018,Japanese Grand Prix,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,Sebastian Vettel,VET,6,8,0,1,Finished,1,26,Soft,2,27,22.748,22.748,22.1,27.6,75,9.4,0,22.748,0.002,0.02,6.63,1,1,Soft,Soft,1,26,0,0,0,0,26,26,1-stop,Soft,Soft,Unknown,25,27,0,0,0,0,0,1,0,16,3,1,0.737,24.748,8,High-Degradation
2018,2018,21/10/2018,United States Grand Prix,United States Grand Prix,Circuit of the Americas,Austin,USA,Sebastian Vettel,VET,4,12,0,1,Finished,1,26,Soft,1,26,24.449,24.449,17.4,22.9,62,16.8,0,24.449,0.003,0.02,6.37,1,1,Soft,Soft,1,28,0,0,0,0,26,26,1-stop,Soft,Soft,Unknown,26,30,0,0,0,0,0,0,0,29,3,1,1,26.449,5,High-Degradation
2018,2018,21/10/2018,United States Grand Prix,United States Grand Prix,Circuit of the Americas,Austin,USA,Sebastian Vettel,VET,4,12,0,1,Finished,1,26,Soft,2,30,24.449,24.449,17.4,22.9,62,16.8,0,24.449,0.003,0.02,6.37,1,1,Soft,Soft,1,28,0,0,0,0,26,26,1-stop,Soft,Soft,Unknown,26,30,0,0,0,0,0,0,0,29,3,1,1,26.449,5,High-Degradation
2018,2018,25/11/2018,Abu Dhabi Grand Prix,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,Sebastian Vettel,VET,2,18,1,1,Finished,1,15,Medium,1,24,22.63,22.63,27.2,32.7,62,22.7,0,22.63,0.002,0.02,6.63,1,1,Medium,Medium,1,24,0,0,0,0,15,0,1-stop,Medium,Unknown,Unknown,24,0,0,0,0,0,0,0,0,1,3,2,0.053,24.63,3,Technical/Traction-Limited
2019,2019,17/03/2019,Australian Grand Prix,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,Charles Leclerc,LEC,5,10,0,1,Finished,1,28,Soft,1,28,22.306,22.306,20.4,25.8,77,9.7,0,22.306,0.002,0.02,6.69,1,1,Soft,Hard,1,29,0,1,0.155,0.155,28,28,1-stop,Soft,Hard,Unknown,28,30,0,0,-2,0,0,1,0,2,1,1,0.105,24.306,5,Street/Semi-Street
2019,2019,17/03/2019,Australian Grand Prix,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,Charles Leclerc,LEC,5,10,0,1,Finished,1,28,Hard,2,30,22.306,22.306,20.4,25.8,77,9.7,0,22.306,0.002,0.02,6.69,1,1,Soft,Hard,1,29,0,1,0.155,0.155,28,28,1-stop,Soft,Hard,Unknown,28,30,0,0,-2,0,0,1,0,2,1,3,0.105,24.306,5,Street/Semi-Street
2019,2019,17/03/2019,Australian Grand Prix,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,Sebastian Vettel,VET,4,12,0,1,Finished,1,14,Soft,1,14,21.995,21.995,20.4,25.8,77,9.7,0,21.995,0.002,0.02,6.74,1,1,Soft,Medium,1,29,0,1,-0.155,-0.155,14,14,1-stop,Soft,Medium,Unknown,14,44,0,0,2,1,0,1,0,2,3,1,0.105,23.995,3,Street/Semi-Street
2019,2019,17/03/2019,Australian Grand Prix,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,Sebastian Vettel,VET,4,12,0,1,Finished,1,14,Medium,2,44,21.995,21.995,20.4,25.8,77,9.7,0,21.995,0.002,0.02,6.74,1,1,Soft,Medium,1,29,0,1,-0.155,-0.155,14,14,1-stop,Soft,Medium,Unknown,14,44,0,0,2,1,0,1,0,2,3,2,0.105,23.995,3,Street/Semi-Street
2019,2019,31/03/2019,Bahrain Grand Prix,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,Charles Leclerc,LEC,3,16,1,1,Finished,1,13,Soft,1,13,24.518,24.518,16,22.5,40,6.1,0,24.438,0.003,0.04,6.41,2,1,Soft,Medium,2,19,0,1,0.16,-2.071,13,13,2-stop,Soft,Medium,Medium,13,23,21,1,6,1,0,0,1,5,1,1,0.263,26.518,1,High-Degradation
